rating,title,text,asin,parent_asin,timestamp,verified_purchase,helpful_vote,average_rating,main_category,rating_number,price,categories,features,description,images,user_id,Brand,Material,Capacity,Item Dimensions LxWxH,Special Feature,Product Dimensions,UPC,Scent,Number of Items,Unit Count,Item Volume,Item model number,Brand Name,Item Weight,Package Dimensions,Installation Type,Form Factor,Special Features,Color,Voltage,Shelves,Batteries Included?,Batteries Required?,Number Of Doors,Date First Available,Configuration,Number of Doors,Finish Type,Hair Type,Material Feature,Item Form,Material Type Free,Is Discontinued By Manufacturer,Manufacturer,Liquid Volume,Specialty,Package Information,Power Source,Recommended Uses For Product,Style,Age Range (Description),Included Components,Department,Product Benefits,Mounting Type,Skin Type,Package Type,Size,Pattern,Coverage,Occasion,Is Dishwasher Safe,Skin Tone,Plant or Animal Product Type,Expected Blooming Period,Product Care Instructions,Soil Type,Moisture Needs,Number of Pieces,Fabric Type,Ferrule Material,Extension Length,Closure Type,Use for,Type,Shape,Batteries,Connector Type,Exterior Finish,Thread Type,Item Package Quantity,Wattage,Light Color,Head Type,Battery Description,Water Resistance Level,Shade Material,Theme,Country of Origin,Manufacturer recommended age,Domestic Shipping,International Shipping,Flavor,Embellishment,Allergen Information,Number of Blades,Handle Material,Connectivity Technology,Compatible Devices,Keyboard Description,Item Firmness Description,Is Cordless?,Product Grade,Country/Region Of Origin,Sun Protection,Active Ingredients,Model Info,Part Number,Material Type,Sun Protection Factor,Towel form type,Servings per Container,Dosage Form,Tank Volume,Assembly Required,Surface Recommendation,Compatible Material,Dental Floss Type,Tea Variety,Control Method,Special Ingredients,Language,Model Name,Room Type,Surface Recommendation Ceramic,,"Shape Heart, Flower",Operation Mode,Number of Sets,Bristle Material,Light Source Type,Battery Life,Frame Material,Frame Type,Cartoon Character,Body Shape,Hand Orientation,Blade Material,Number of settings,Inner Material,Head Material,Number of pieces,Assembly required,Finish types,Warranty Description,Batteries required,Fragrance Concentration,Reusability,Surface Recommendation Nail,Shape Oblong,Primary Supplement Type,Full Cure Time,Blade Edge,Auto Shutoff,Wireless Communication Technology,Cable Feature,Specific Uses For Product,Sport,Band Width,Band Color,Band Material Type,Max Temperature Setting,Maximum Rotational Speed,Specification Met,Bottle Nipple Type,Filter Class,Is Electric,Seasons,Other display features,Compatible Phone Models,Heater Surface Material,Base Type,Switch Type,Item Hardness,Screen Size,Screen Surface Description,Shell Type,Handle Type,Number of Drawers,Package Weight,Output Current,Output Voltage,Sheet Count,Number of Compartments,Finish,Runtime,Metal Type,Surface Recommendation nail,Band Size,Bowl Material,Is Microwaveable,Maximum Weight Recommendation,Fill Material,Total USB Ports,Target Audience,Number Of Pockets,Human Interface Input,Wireless Communication Standard,Mounting Type Tabletop Mount,Number of Labels,Special features,Headphones Jack,Contact Material,Terminal,Percentage assay,"Material Leather, Polyvinyl Chloride",Back Style,Seat Material Type,Number of Speeds,Liquid Contents Description,Light Type,Bulb Shape Size,Sterility Rating,Controller Type,Paint Type,Manufacturer Part Number,Ply Rating,Lining Description,Pillow Type,Material Polyethylene,Shape Rectangular,Our Recommended age,Alcohol Content,Grit Number,Occupant Capacity,Orientation,Mounting Type Free Standing,Clarity,Number of Compartments 8,Bristle Type,title_cleaned,text_cleaned
5.0,Very good for curly hair,My daughter and I have very very curly hair. This thing works magic to use with my daughter and no complaints. I also use wet or dry and Im loving it,B08F24X9V6,B08F24X9V6,2020-11-29 21:32:04.266,False,0,4.2,All Beauty,12,,[],[],[],[],AHRUMP7BG6ARSW2CL7YNCNCUUKIA,,,,,,,,,,,,,,,11.25 x 7.67 x 1.85 inches; 6.24 Ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very good for curly hair,my daughter and i have very very curly hair this thing works magic to use with my daughter and no complaints i also use wet or dry and im loving it
5.0,"Sturdy, and not ugly",I love this mannequin head! It takes makeup well too! I use it to model my wigs for my brand Luxorwigs!,B078JFH7QV,B078JFH7QV,2020-07-10 02:08:41.969,True,0,4.8,All Beauty,1028,59.97,[],"['This mannequin head Suitable for different styles of wigs, accessories, can be a good display of products', 'Great life-size and have a long slender neck of this mannequin head, good to display for wigs, hats, necklaces, scarves and other accessories.', 'This mannequin head with shoulders comes with netted wig cap to hold more style wigs in place.', 'Manikin Head Height :18” Head Circumstance Is About 22”(Please Allow 0.2” Size Tolerance.)', 'This Manikin Head Have The Hole In The Ear, And You Can Display Earrings.']",[],"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71DYv72ccbL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71DYv72ccbL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71DYv72ccbL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71J+5-ILUcL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71J+5-ILUcL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71J+5-ILUcL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71l06uDKrHL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71l06uDKrHL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71l06uDKrHL._SL256_.jpg'}]",AG4NU7SHAONQSM65XOVEKZ6KC6RQ,L7 MANNEQUIN,聚乙烯,,,,15 x 8 x 17.5 inches; 5 Pounds,714676500398,,,,,,,5 Pounds,,,,,Black,,,,,,,,,,,,,,No,L7 MANNEQUIN,,,,,,,,,,,,,,1 Count (Pack of 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sturdy and not ugly,i love this mannequin head it takes makeup well too i use it to model my wigs for my brand luxorwigs
5.0,I really saw the difference in my forehead and around ...,I really saw the difference in my forehead and around my eyes... I have tried other brands but didn't see anything happening. Thank you,B00ING1Q4M,B00ING1Q4M,2014-10-06 16:53:47.000,True,0,3.1,All Beauty,57,,[],"['Want your skin feeling softer, fuller and more youthful. Advanced Phytoceramides helps all the cells in your body retain moisture and work more efficiently including skin, hair, nails and internal organs.', 'Stress, poor nutrition and environmental exposure contribute. The result is dry, flaky and itchy skin due to a loss of moisture. In young skin, ceramides maintain skin hydration at a cellular level, boosting the renewal process from the inside and out. Advanced Phytoceramides allows your skin to continue to do this as you age.', 'Retaining moisture is part of the battle. Gorgeous, youthful skin also requires vitamins, the building blocks of health. Advanced Phytoceramides combines Phytoceramides with 100% of the recommended daily allowance of the powerful antioxidants Vitamin A, C, D and E. Each is essential to the health and beauty of your skin. Beta-carotene coupled with vitamins C, E, and A minimizes damage to cells caused by free radicals.', 'These unstable molecules wage war on skin cells, resulting in the signs of aging. Vitamin A assists in the rebuilding of skin tissue, Vitamin E fights free radicals within your body. Vitamin C is believed to stimulate the production of collagen in your skin, the protein responsible for supple skin.', 'Advanced Phytoceramides - Healthy Skin Care and Gluten Free Highest quality Clinically proven better then Wheat! Manufactured in a GMP Certified Facility.']","['Advanced Phytoceramides is a nutricosmetic, the revolutionary approach to skin care.', 'How Advanced Phytoceramides Works?', 'Ceramides are naturally occurring lipids (or fatty materials) found naturally in the upper most layer of the skin. Ceramides pass through cell membrane and cannot be stored in the body. The only way to get them into our diet is through supplementation. Level of ceramides declines with age while factors such as stress, poor nutrition and environmental contamination may accelerates the process. Ceramides maintain skin hydration at cellular level, boosting the renewal process from inside and out, keeping skin healthy and young.', 'Our Advanced Phytoceramides is 40 mg per capsule and other phytoceramides out there are 350mg?', 'Simple, we have a clinical trial that shows and proves our 40 mg. not only works but outperformes 350 mg. of wheat ceramides. You can see this in the first chart below on the right. Not only does ours out perform others but since it is Rice phytoceramides it is Gluten Free! Our Rice phytoceramides have been in Japan for over 11 years and are just now coming to the USA.', 'What about Clinical Testing?', 'Clinical tests of the active ingredient in Advanced Phytoceramides measured an improvement in moisture retention and appearance with a decrease in dryness and roughness. Bottom line, Advanced Phytoceramides does what no lotion can. It works with your body to improve the look and feel of your skin, hair and even your other cells within.*   -INCREASES Skin Hydration  -REDUCES Itchiness & Redness  -MINIMIZES Small Lines & Wrinkles  -PROMOTES Skin Smoothness  -FIGHTS Signs of Aging Visibly and from Within', '100% Money Back Guaranteed']",[],AFRCTV42FHZGGXZ54YHI47F352KA,PRI,,,,,,885302006253 885537317964 821079141872,,30,30 Count,,,,,3.2 x 1.7 x 1.7 inches; 1.6 Ounces,,,,,,,,,,,,,,,Gluten Free,Capsule,,,PRI,,,Bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i really saw the difference in my forehead and around ,i really saw the difference in my forehead and around my eyes i have tried other brands but didnt see anything happening thank you
5.0,DOUBLE Work Flow & Go,Love creating Nail Art without searching for multiple tools - increase salon session!,B00ZJLQBEY,B00ZJLQBEY,2015-12-01 13:45:28.000,True,1,4.2,All Beauty,253,,[],[],[],[],AFUKVEH3J73STUSSH4DZKWUSO6QQ,,,,,,0.2 x 0.2 x 5.7 inches; 1.44 Ounces,077347867597 794168037182 708302922074,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sukyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,double work flow  go,love creating nail art without searching for multiple tools  increase salon session
5.0,Excellent high value product for preventing oral diseases,I am a highly trained and experienced dental therapist who has been greatly impressed with these toothbrush head replacements. What a great investment for a lifetime of healthy smiles,B07H3BD7ZG,B07H3BD7ZG,2022-02-24 02:25:12.559,True,1,4.5,All Beauty,1483,21.99,[],"['SAVE MONEY WITHOUT COMPROMISING ON QUALITY! Discover the ultimate compatible with Oral-B electric toothbrush universal replacement heads by Health+ and enjoy a deep and gentle, floss-like teeth cleaning experience for a fraction of the cost.', 'UNLIKE ALL THOSE OTHER CHEAPLY-MADE ELECTRIC TOOTHBRUSH HEADS, we have made sure that our replacement heads are compatible with all Oral-B electric toothbrushes (except for the PulseSonic & iO) and offer your maximum convenience.', 'REMOVE PLAQUE & PREVENT TARTAR BUILD-UP with our dentist-recommended ergonomic and lightweight compatible with oralb replacement heads, which are designed to efficiently remove plaque and reach deep between your teeth.', '100% SATISFACTION OR YOUR MONEY BACK! That’s our unconditional guarantee! If you are not 100% thrilled with your exclusive compatible with Oral-B electric tooth brush replacement heads, we promise to offer you a prompt and full refund. No questions asked!', '6 TOOTH BRUSH REPLACEMENT HEADS WILL LAST FOR YEARS! We know that dentists recommend changing your toothbrush every couple of months and that’s why our compatible with oral-b brush heads 6-pack will last for almost 2 whole years.']",[],[],AF4YN6RSA4YX557YCX7KAKLBWUIA,health+,Nylon,,,,,,,,,,Combo10PackBrushesJP,,,9 x 4.6 x 0.6 inches; 3.21 Ounces,,,,White,,,,,,,,,,,,,,No,,,,,,,,Adult,,,,,,,6 Count (Pack of 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excellent high value product for preventing oral diseases,i am a highly trained and experienced dental therapist who has been greatly impressed with these toothbrush head replacements what a great investment for a lifetime of healthy smiles
5.0,Very nice product,Happy with this product and I would buy it again. It has no scent so if that appeals to anyone with sensitivity to scent I highly recommend it. Personally I think I would have preferred some scent but it doesn't change the effectiveness of the product.,B00JVYVJLU,B00JVYVJLU,2019-07-22 00:45:35.020,True,2,4.4,All Beauty,90,,[],[],[],[],AFI7EQAWDINRE7R7UFFZ7QZUTEAA,"Face 'n' Earth, LLC",,,,,,,Chamomile,1,,,,,,5.9 x 2.7 x 1.4 inches; 6.56 Ounces,,,,,,,,,,,,,,,,,"Chemical Toxic,Paraben-free,Sls Free",No,,,,,,,,,,,,,"Oily,Sensitive,All Skin Types",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very nice product,happy with this product and i would buy it again it has no scent so if that appeals to anyone with sensitivity to scent i highly recommend it personally i think i would have preferred some scent but it doesnt change the effectiveness of the product
5.0,Love it,"I Love this sample pack, so worth it before you buy the expensive bigger products. Bronzer and body tanner work so well, I love tarte products its nice to try them out before buying the bigger ones.",B01N1T0RZ8,B01N1T0RZ8,2018-04-10 12:30:36.847,True,0,4.2,All Beauty,164,,[],[],[],[],AHST4M5BCAXWMKCNY7FZ6QC3K2FQ,Tarte,,,,,,846733018680,,,,,,,,5 x 5 x 1.25 inches; 4.8 Ounces,,,,,,,,,,,,,,,Cruelty Free,Powder,,No,,,,,,,,,,,,,All,,,,,,,Medium Deep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,love it,i love this sample pack so worth it before you buy the expensive bigger products bronzer and body tanner work so well i love tarte products its nice to try them out before buying the bigger ones
5.0,Get this.,Greatest thing for your skin after lotion. Its gentle enough to use every shower but also removes dead skin like a seasoned pro.,B007IAE5WY,B085BB7B1M,2021-05-29 16:36:20.659,True,0,4.7,All Beauty,9101,12.99,[],"['Lekki materiał nylonowy wysycha szybko i w pełni nadaje się do prania w pralce, więcej sanitarnych niż Luffa', 'Tworzy grubą pianę, a jednocześnie pobudza skórę i krążenie krwi, idealny do masażu cellulitu', 'Idealnie nadaje się do stosowania na pokazach lub do mycia artykułów ogólnie']",['The product has been given as the following : Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3)blue Yellow and Pink'],[],AH4GJC5AJCHSL5HJRGVZHLSLN6OQ,SALUX,Nylon,,,,35 x 11 x 0.2 inches; 4 Ounces,052104846275 885407884787 759894007533 755332034673 783327181699 887229609456 652054540607 887428756685 784922681171 737003560193 885217594296 687927010284 794437310879 742185060218 765829969319 033586349942,,,,,No. 100,,,,,,,"Pink,blue,yellow",,,,,,,,,,,,,,No,2scents,,,,,,,All Ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washcloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,get this,greatest thing for your skin after lotion its gentle enough to use every shower but also removes dead skin like a seasoned pro
1.0,Doesn't stick,"Save your money this product doesn't stick like it says it does!<br />I can't even get my money back,  rip off!",B0BNWXRQ18,B0BNWXRQ18,2023-03-10 20:09:37.309,True,1,3.6,All Beauty,325,15.99,[],"['【NO GLUE OR EYELINER NEEDED】OMELASH self-adhesive eyelashes are made with cutting-edge technology, premium synthetic fibers, and upgraded imported glue material. Which makes them reusable and self-adhesive eyelashes without glue or eyeliner. Stickness between eyelashes and your skin is activated by body heat.', '【Easy to Put on and Save Time】Advanced by the latest technology, No glue or eyeliner is needed for OMELASH self-adhesive lashes which simplifies the makeup application process . It is beneficial and easy to put on, so more time is saved for women. Novices can put these lashes on easily in just 3 seconds.', ""【Reusable and Lightweight】Self-adhesive eyelashes can be used over and over again. It won't agglomerate or set in hot or cold weather to be stored conveniently. At the same time, the self-adhesive lashes are so light that you feel comfortable to put on."", '【Four Styles False Eyelashes】We provided four classical styles false eyelashes with our self-adhesive technology, which will suitable for varieties occasions. No matter weddings, photography, parties, or daily office or routine, your choice is in it.', ""【Perfect Gift for Women】Our self-adhesive lashes are made of superior synthetic, skin-friendly, non-allergenic, soft, and light. It has a nice curling radian and blends seamlessly with real lashes, making eyes more glamorous. It is a perfect gift for women. Valentine's Day gift, Mother's Day gift, Thanksgiving gift, Christmas gift, girlfriend’s birthday gift, Wedding anniversary gift for women.""]",[],[],AGCARR5T4J34XXPA4LQ6KIZ6ETPQ,OMELASH,Synthetic Fibers,,,,,743936275387,,,,,,,,4.76 x 3.46 x 0.83 inches; 0.63 Ounces,,,,Black,,,,,,,,,,,Cruelty Free,Pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doesnt stick,save your money this product doesnt stick like it says it doesbr i cant even get my money back  rip off
4.0,Okay.,"I like this comb, but you really do get what you pay for. The comb is beautiful, but it only holds my hair for a few seconds before it falls out. It is also really, really heavy, so even if it did stay in it might be painful. If you are planning on using it to embellish ponytails or something like that it is perfect, but you cannot create styles using only the comb itself.",B00UFJDIBY,B00UFJDIBY,2015-09-11 21:54:42.000,True,0,4.5,All Beauty,3,,[],[],[],[],AGKSN5IQP65FVI7PBV6N2UTSPWQA,,,,,,,702646734140,,,,,,,,7 x 4.1 x 0.4 inches; 0.35 Ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,okay,i like this comb but you really do get what you pay for the comb is beautiful but it only holds my hair for a few seconds before it falls out it is also really really heavy so even if it did stay in it might be painful if you are planning on using it to embellish ponytails or something like that it is perfect but you cannot create styles using only the comb itself
1.0,Don't bother.,"Unless you are a child or small woman, this mask is worthless.",B00NNKWDI6,B00NNKWDI6,2015-04-19 16:48:22.000,True,0,3.5,All Beauty,70,,[],[],[],[],AH475ZVRVYFLWUXQPK56DUKOGHQQ,,,,,,,641752888951,,,,,,,,8.5 x 4.2 x 0.6 inches; 0.8 Ounces,,,,,,,,,,,,,,,,,,No,Comfort-Dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dont bother,unless you are a child or small woman this mask is worthless
1.0,One Star,too small gave away,B06XHJW64J,B06XHJW64J,2017-11-17 11:13:02.530,True,0,3.4,All Beauty,18,,[],[],[],[],AFIQH76LP7CZFFZFDCFR6CITS7RA,,,,,,,,,,,,,,,12.6 x 6.81 x 1.61 inches; 2.08 Ounces,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one star,too small gave away
5.0,Works well,It keeps me dry !,B091MHMJB7,B091MHMJB7,2021-07-11 12:54:18.759,True,0,3.8,All Beauty,15,9.84,[],[],"['Designed for men looking to keep odor and sweat in check, Harry’s Odor & Sweat Control Antiperspirant & Deodorant in Fig keeps you smelling and feeling fresh throughout the day. Our unique formula provides 24-hour odor and sweat protection, and our Fig scent includes energizing notes of Mediterranean fruits and spices. It’s rich, warm, and juicy—a scent inspired by real things. The white solid antiperspirant stick goes on smoothly, without feeling sticky, and it’s suitable for men with sensitive skin. It’s also made with thoughtful ingredients, including calming ginger root and bisabolol and soothing jojoba oil, and without BHT, D5, parabens, or phthalates.']",[],AFQ7RWDYSPVRCLP4D7QD6IOEJECQ,Harry’s,,,,,,810006472752,Fig,1,,,,,,5.24 x 2.4 x 1.1 inches; 4.83 Ounces,,,,,,,,,,,,,,,All Day Protection,Stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,works well,it keeps me dry 
2.0,The length is for a normal listerine bottle but. ...,The length is for a normal listerine bottle but... the thread does not match. It will not thread on the bottle. Maybe... for an older bottle... idk.,B01DUYNJL4,B01DUYNJL4,2018-02-02 01:30:49.692,True,0,4.7,All Beauty,2578,6.91,[],[],['Pump for 1 L and 1.5 L Bottles'],[],AFRMMIOTSZC6B5YXB7QAT7FC444Q,Nuonove,,,,,,,,,,,SG_B01DUYNJL4_US,,,11.97 x 3.94 x 1.89 inches; 1 Ounces,,,,,,,,,,,,,,,,Liquid,,No,Johnson & Johnson,1.5 Liters,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the length is for a normal listerine bottle but ,the length is for a normal listerine bottle but the thread does not match it will not thread on the bottle maybe for an older bottle idk
5.0,best find ever,"After reading all the reviews I decided to give it a try. OMG this is amazing. Battery lasts forever, I think I charge one every 2 or 3 weeks. Has 5 speeds and cleans very well. You will not regret.",B07VMRQHV5,B07VMRQHV5,2020-04-17 14:25:19.865,True,0,4.2,All Beauty,940,,[],"['2019 Upgraded Water flosser- Upgraded with 5 settings of water pressure from 20psi to 110psi,including very soft mode, medium and super strong pressure. H2ofloss allows you to customize your own oral cleaning experience.', '12 Month Warranty-Worried about online shopping with no guarantee? No,H2ofloss provide 1 year hassle free refund and replacement warranty. We stand behind our product to ensure You can try it with confidence.', 'Long Lasting Battery –Newest model HF-6 is built in 2000mA lion-battery, which lasts 10-15 days with 4-5 hours’ charge. Also it is easy to get the irrigator charged via power back, PC or phone charger.', 'Waterproof Design-This water dental flosser is built with internal and external IPX 7 waterproof, which allows it to be used safely for shower in the bathroom.', 'Perfect for Travel:300ML detachable water tank and with premium bag, this flosser is perfect for travel. It’s easy to put it in your bag or backpack to travel with. 110v-220v for universal use.']",[],[],AF5YWSQ5OHHJ66GRPIDDXDOSIQYQ,H2ofloss,,,,"Portable, Multiple Pressure Settings, Multi",,,,,1.00 Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 Milliliters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,best find ever,after reading all the reviews i decided to give it a try omg this is amazing battery lasts forever i think i charge one every 2 or 3 weeks has 5 speeds and cleans very well you will not regret
5.0,Five Stars,Best lipstick,B01H2TNBNY,B01H2TNBNY,2017-06-24 02:01:18.000,True,0,3.9,All Beauty,5,,[],[],[],[],AFGLQ3GZBFHFWMKX22QXP7B4QZEQ,YRMJK,,,,,,,,,,,,,,4.09 x 0.71 x 0.71 inches; 0.71 Ounces,,,,,,,,,,,,,Cream,,,Cream,,No,,,,,,,,Adult,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,five stars,best lipstick
